Report ID,Report Version,Reporting Entity,Report_Type_1 Day Update,Report_Type_5 Day Update,Report_Type_10 Day Update,Report_Type_Monthly Report,"Report_Type_Updated, but no time indicated",Report Month,Report Year,Submission Year,Submission Month,VIN,VIN - Unknown,Make,Model,Model Year,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type_Consumer,Driver / Operator Type_In-Vehicle,Driver / Operator Type_Remote,Driver / Operator Type_None or Other,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged_ADAS,Automation System Engaged_ADS,"Automation System Engaged_Unknown, see Narrative",Operating Entity,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Year,Incident Month,Incident Date - Unknown,Notice Received Year,Notice Received Month,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,City,City - Unknown,State,Roadway Type_Highway / Freeway,Roadway Type_Intersection,Roadway Type_Parking Lot,Roadway Type_Street,Roadway Type_Traffic Circle,Roadway Type_Unknown,Roadway Surface_Dry,Roadway Surface_Snow / Slush / Ice,Roadway Surface_Unknown,Roadway Surface_Wet,Roadway Description_No Unusual Conditions,Roadway Description_Traffic Incident,Roadway Description_Work Zone,"Roadway Description_Other, Unknown or Missing",Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting_Dark - Lighted,Lighting_Dark - Not Lighted,Lighting_Dawn / Dusk,Lighting_Daylight,Lighting_Other or Unknown,Lighting_Dark - Unknown Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged_Minor,Highest Injury Severity Alleged_Moderate,Highest Injury Severity Alleged_No Injuries Reported,Highest Injury Severity Alleged_Serious,Highest Injury Severity Alleged_Unknown,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30412-6276,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P03P4,0,Cruise,AV,2023.0,4f77fc9ca442498,10356.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,10:37,0,4cfdaf92efc44d4,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Heavy Truck,0,0,1,0,0,1,Proceeding Straight,0,0,1,0,0,0,0,0,0,0,0,0,0,Stopped,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,Yes,San Francisco Police Department, ,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling northbound on [XXX] between [XXX] and [XXX] when the AV approached a double-parked semi-trailer truck in the AV's lane of travel. The AV began to maneuver around and to the left of the semi-trailer truck and came to a stop for a stop sign at the intersection with [XXX]. At the same time, the semi-trailer truck proceeded forward and, shortly thereafter, made contact with the AV. This caused damage to the front passenger side bumper fascia of the AV. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6275,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P05P4,0,Cruise,AV,2023.0,d8c54ca75c4ad96,642.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,22:32,0,36eaf89cd2651b4,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Heavy Truck,0,0,1,0,0,1,Backing,0,0,0,1,0,0,0,0,0,0,0,0,0,Stopped,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX]. The AV came to a stop behind a semi-trailer truck that was reversing diagonally on [XXX] into a parking lot to the right of the AV. Shortly thereafter, the semi-trailer truck made contact with the AV, damaging the AV's front bumper fascia and hood, front fender and front driver side headlamp. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6274,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P0XP4,0,Cruise,AV,2023.0,ae17dc3a94b6763,6045.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,0,,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,00:21,0,299b672f88b96f3,Austin,0,TX ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Pickup Truck,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,1,0,0,0,0,Stopped,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was stopped beside the right curb of [XXX] between [XXX] and [XXX]. While the AV remained stopped out of the lane of traffic, a white Ford F-150 traveling behind and to the left of the AV made contact with the AV while attempting to pass to the left, damaging the driver side rear bumper fascia of the AV. The driver of the Ford F-150 left the scene without exchanging information. There were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6273,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P07P4,0,Cruise,AV,2023.0,969075f5d5d82c1,6470.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,0,,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,23:36,0,b77f65c9bc8eab0,Austin,0,TX ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Stopped,0,0,0,1,0,0,0,0,0,0,0,0,0,Proceeding Straight,0,0,0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX] when the AV approached a black Toyota Highlander that was stopped to the right of the AV in a curbside parking spot on [XXX]. As the AV passed the Toyota Highlander, a passenger of the Toyota Highlander opened their rear driver side door, making contact with the AV. This caused damage to the AV's front passenger side radar assembly. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6272,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P08P4,0,Cruise,AV,2023.0,0ffcaf320d0257f,5564.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,23:34,0,6fe6f968f40e80b,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,1,0,0,Stopped,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on [XXX] at the intersection with [XXX]. While the AV was fully stopped, a white Toyota SUV approaching from the rear failed to stop behind the AV and made contact with the AV's rear bumper, causing damage to the rear bumper fascia of the AV. The driver of the Toyota SUV left the scene without exchanging information. There were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6271,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P00P4,0,Cruise,AV,2023.0,855beb2ad4ea0c6,8236.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,14:53,0,a1a3b76299c95c4,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Pickup Truck,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,1,0,0,Stopped,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling westbound on [XXX] between [XXX] and [XXX]. As the AV approached the intersection with an intent to make a right onto [XXX], the AV braked and, shortly thereafter, a silver Toyota Tundra traveling behind the AV rear-ended the AV, damaging the driver side rear bumper fascia and driver side rear lamp assembly of the AV. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6270,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P03P4,0,Cruise,AV,2023.0,076842eb87a311d,1975.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,16:06,0,e96092613d9dd35,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,1,0,0,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,1,0,0,Making Right Turn,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on [XXX] at the intersection with [XXX]. The AV began to make a right turn onto [XXX] after the light turned green before yielding to pedestrians in the crosswalk. Shortly thereafter, a white Acura TL traveling behind the AV made contact with the AV's driver side rear bumper fascia. This caused no damage to the AV. The parties exchanged information. The passengers inside the AV later reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6269,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P06P4,0,Cruise,AV,2023.0,060a42f327f5862,5904.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,13:47,0,9bbcc8e37f34850,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Making U-Turn,0,0,0,1,0,0,0,0,0,0,0,0,0,Proceeding Straight,0,0,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX]. As the AV continued through the intersection with [XXX] on a green light, a white Toyota Prius traveling in the same direction in front of the AV attempted a U-turn inside the intersection and, shortly thereafter, made contact with the AV. This caused damage to the AV's front bumper fascia and front passenger side wheel molding of the AV. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6268,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P05P4,0,Cruise,AV,2023.0,bd9f3f0db6c5776,6133.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,20:33,0,dddd801cc7734cb,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,1,0,0,Proceeding Straight,0,0,0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on eastbound [XXX] at the intersection with [XXX]. As the AV was proceeding after the light turned green, the AV made contact with a gray Volkswagen Passat that was in the adjacent left lane. This caused no damage to the AV. The driver of the Volkswagen Passat provided Cruise with their contact information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6167,1,Cruise LLC,0,0,0,1,0,8.0,2023.0,2023,9,5G21A6P0XP4,0,Cruise,AV,2023.0,e701c498a606d33,8917.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,09:05,0,a031f7256578809,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,1,0,0,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,1,0,0,Proceeding Straight,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in the middle lane in response to a red light on westbound [XXX] at the intersection with [XXX]. After the light turned green, the AV proceeded forward and started to change into the right lane. As it cleared the intersection, the AV aborted the lane change and braked to avoid a construction zone in the right lane. Shortly thereafter, a blue Honda Civic traveling behind the AV rear-ended the AV, damaging the rear bumper fascia of the AV. When the AV pulled over near the intersection with [XXX], the driver of the Honda Civic exited their vehicle and proceeded to hit and damage the rear window of the AV with a blunt object. The driver of the Honda Civic left the scene without exchanging information and later reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6262,1,Cruise LLC,0,1,0,0,0,,,2023,9,5G21A6P04P4,0,Cruise,AV,2023.0,eb7f07c4713eac4,11074.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,0,,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,9,0,2023,9,02:35,0,bf6c4ac7c86369b,Austin,0,TX ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,1,0,0,Proceeding Straight,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in response to a four-way stop on northbound [XXX] at the intersection with [XXX]. As the AV was proceeding after clearing the intersection, a Chevrolet Tahoe traveling eastbound on [XXX] failed to stop, entered the intersection, and made contact with the AV, damaging the driver side front and rear passenger side doors, driver side front quarter panel, lower driver side B-Pillar and front driver side door sill of the AV. The parties exchanged information. There were no reported injuries and the AV was towed from the scene. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6160,2,Cruise LLC,0,0,0,0,1,,,2023,9,5G21A6P03P4,0,Cruise,AV,2023.0,bdffe07c469b491,3240.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,00:56,0,350127996a9c99d,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,0,0,0,Proceeding Straight,1,1,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX]. As the AV was passing through the intersection with [XXX] on a green light, a gray sedan traveling southbound on [XXX] failed to stop for the red light, entered the intersection, and made contact with the AV, damaging the rear driver side door and rear driver side wheel molding of the AV. The driver of the gray sedan left the scene without exchanging information. There were no reported injuries and the AV was towed. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6159,2,Cruise LLC,0,0,0,0,1,,,2023,9,5G21A6P07P4,0,Cruise,AV,2023.0,83ae19e86bb60d2,391.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,00:19,0,bdbef5fb68c771f,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,1,0,0,0,1,Proceeding Straight,1,1,0,1,1,0,0,1,0,0,1,0,0,Stopped,1,1,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on eastbound [XXX] at the intersection with [XXX]. As the AV was proceeding after the light turned green, a Dodge Charger traveling southbound on [XXX] failed to stop for the red light, entered the intersection, and made contact with the AV, damaging the front and rear driver side and rear bumper fascia of the AV. Police and Emergency Medical Services (EMS) were called to the scene. The AV was towed from the scene. The passenger of the Dodge Charger was assessed by medical personnel at the scene and was not transported by EMS. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-6144,3,Cruise LLC,0,0,0,0,1,,,2023,9,5G21A6P05P4,0,Cruise,AV,2023.0,cf9688d9a496319,2798.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,"General Motors, LLC",0,0,,0,1,1,CA,1,0,1,0,Cruise LLC,0,1,0,1,0,0,0,,2023,8,0,2023,8,22:22,0,d8658d11ce22465,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,First Responder Vehicle,0,0,0,1,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,1,0,0,Proceeding Straight,1,1,1,13.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling westbound on [XXX] between [XXX] and [XXX]. As the AV was passing through the intersection with [XXX] on a green light, a fire truck with emergency lights traveling southbound on [XXX] entered the intersection and made contact with the AV, damaging the front and rear passenger side of the AV. Police and Emergency Medical Services (EMS) were called to the scene. The AV was towed from the scene. The passenger of the AV was assessed by medical personnel at the scene and was transported by EMS. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30413-6257,1,May Mobility,0,0,0,1,0,8.0,2023.0,2023,9,5TDYRKEC9PS,0,Toyota,Sienna,2021.0,022d62e8448e32b,1588.0,0,0,1,0,0,4,0,0,4,0,0,4,0,0,,0,1,,0,1,0,,1,0,0,1,May Mobility,0,0,0,1,0,0,0,,2023,8,0,2023,8,10:10,0,c2bef3d02082eb1,Arlington,0,TX ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,0,Parked,0,0,0,0,0,0,0,0,1,0,0,0,0,Proceeding Straight,0,0,0,18.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,No,, ,No,, ,, ,, ,"No, see Narrative", ,"The vehicle operator took the vehicle out of autonomy while driving NB on [XXX]. In manual the operator clipped the May vehicle's right sensor with the trunk of a diagonally parked car. The operator did not report the incident, however based on video footage they were aware of physical damage to the May vehicle. Local staff noticed a vehicle health error regarding that sensor and called the operator back to base, where they saw the damage. The operator was sent home immediately and terminated upon video review due to not following proper procedure.",
