Year,Month,Make,Model,City,State,Hour,Rear Damage,Front Damage,Right Side Damage,Left Side Damage,Inside Damage,Lighting,Weather,Roadway Surface,Movement Preceding Collision
2023,8,Jaguar,I-Pace,Santa Monica,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,"Other, see Narrative"
2023,8,Jaguar,I-Pace,San Francisco,CA ,21.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,San Francisco,CA ,17.0,0,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,San Francisco,CA ,16.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,San Francisco,CA ,13.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Jaguar,I-Pace,San Francisco,CA ,18.0,0,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,San Francisco,CA ,21.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Jaguar,I-Pace,Los Angeles,CA ,19.0,0,1,0,0,0,Dawn / Dusk,Weather - Clear,Dry,Parking Maneuver
2023,8,Jaguar,I-Pace,Phoenix,AZ ,19.0,0,1,1,0,0,Dawn / Dusk,Weather - Clear,Dry,Proceeding Straight
2023,8,Jaguar,I-Pace,Mesa,AZ ,15.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Parked
2023,8,Jaguar,I-Pace,San Francisco,CA ,22.0,1,0,0,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,Phoenix,AZ ,19.0,0,1,0,0,0,Daylight,Weather - Clear,Dry,Parked
2023,8,Cruise,AV,San Francisco,CA ,4.0,0,1,0,1,0,Dark - Lighted,Weather - Cloudy,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,8.0,0,1,1,0,0,Daylight,Weather - Cloudy,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,22.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,11.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,Austin,TX ,0.0,1,0,0,1,0,Dark - Not Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,10.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,23.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,22.0,0,1,1,0,0,Dark - Lighted,Weather - Cloudy,Dry,Stopped
2023,8,Cruise,AV,Austin,TX ,23.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,9.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,13.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,8,Cruise,AV,San Francisco,CA ,14.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,20.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Mercedes-Benz,S 580 4Matic,Los Angeles,CA ,13.0,1,0,0,0,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,9,Cruise,AV,Austin,TX ,2.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Cloudy,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,22.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,1.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,9,Cruise,AV,Houston,TX ,21.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,4.0,0,1,0,1,0,Dark - Lighted,Weather - Cloudy,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,22.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,11.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,8.0,0,1,1,0,0,Daylight,Weather - Cloudy,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,10.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,22.0,0,1,1,0,0,Dark - Lighted,Weather - Cloudy,Dry,Stopped
2023,8,Cruise,AV,Austin,TX ,0.0,1,0,0,1,0,Dark - Not Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,Austin,TX ,23.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,23.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,14.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,8,Cruise,AV,San Francisco,CA ,13.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,20.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,9.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,9,Cruise,AV,Austin,TX ,2.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Cloudy,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,22.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Toyota,Sienna,Arlington,TX ,10.0,0,0,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,9,Cruise,AV,Houston,TX ,21.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,1.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,Austin,TX ,0.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Jaguar,I-Pace,Phoenix,AZ ,20.0,1,0,0,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,Austin,TX ,0.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,1.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,21.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,Origin,Austin,TX ,0.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Lane / Road Departure
2023,8,Cruise,AV,San Francisco,CA ,1.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,21.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,Origin,Austin,TX ,0.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Lane / Road Departure
2023,8,Jaguar,I-Pace,Tempe,AZ ,21.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Frabcisco,CA ,8.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Backing
2023,8,Cruise,AV,San Francisco,CA ,8.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Backing
2023,8,Navya,ARMA Autonom DL,Orlando,FL ,12.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,8,Toyota,Camry,Sunol,CA ,14.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Jaguar,I-Pace,Phoenix,AZ ,18.0,0,0,0,1,0,Daylight,Weather - Clear,Dry,Changing Lanes
2023,8,Cruise,AV,San Francisco,CA ,7.0,0,1,0,1,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,7.0,0,1,0,1,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,7,Jaguar,I-Pace,San Francisco,CA ,13.0,0,1,1,0,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,7,Jaguar,I-Pace,San Francisco,CA ,10.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,7,Jaguar,I-Pace,Santa Monica,CA ,14.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Jaguar,I-Pace,Santa Monica,CA ,14.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Jaguar,I-Pace,San Francisco,CA ,11.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Backing
2023,7,Jaguar,I-Pace,San Francisco,CA ,9.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Jaguar,I-Pace,Phoenix,AZ ,9.0,1,0,0,1,0,Daylight,Weather - Cloudy,Dry,Parked
2023,7,Jaguar,I-Pace,San Francisco,CA ,10.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,7,Jaguar,I-Pace,San Francisco,CA ,13.0,0,1,1,0,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,7,Peterbilt,579m,BUFFALO,TX ,9.0,0,1,0,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Nissan,LEAF,San Francisco,CA ,13.0,0,1,0,0,0,Daylight,Weather - Clear,Dry,Parked
2023,7,Cruise,AV,San Francisco,CA ,22.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,2.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,10.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Backing
2023,7,Cruise,AV,San Francisco,CA ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,22.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,20.0,1,0,0,1,0,Dark - Not Lighted,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,1.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,11.0,0,0,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,11.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,11.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,11.0,0,0,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,22.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,2.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,10.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Backing
2023,7,Cruise,AV,San Francisco,CA ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,22.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,20.0,1,0,0,1,0,Dark - Not Lighted,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,1.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2022,12,International,LT625,Natural Bridge,VA ,8.0,1,1,1,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,8,Cruise,AV,San Francisco,CA ,9.0,1,0,0,0,0,Daylight,Weather - Cloudy,Dry,"Other, see Narrative"
2023,7,Toyota,Sienna,Grand Rapids,MN ,17.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,8,Cruise,AV,San Francisco,CA ,9.0,1,0,0,0,0,Daylight,Weather - Cloudy,Dry,"Other, see Narrative"
2023,7,Cruise,AV,San Francisco,CA ,23.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,"Other, see Narrative"
2023,7,Cruise,AV,San Francisco,CA ,6.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Cruise,AV,San Francisco,CA ,23.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,"Other, see Narrative"
2023,7,Cruise,AV,San Francisco,CA ,6.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,7,Jaguar,I-Pace,Tempe,AZ ,15.0,1,0,1,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,14.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,5.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Jaguar,I-Pace,San Francisco,CA ,15.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,"Other, see Narrative"
2023,7,Jaguar,I-Pace,San Francisco,CA ,15.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,"Other, see Narrative"
2023,7,Cruise,AV,San Francisco,CA ,14.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,5.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Tempe,AZ ,20.0,0,1,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,1.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Tempe,AZ ,20.0,0,1,1,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,1.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,19.0,0,0,0,1,0,Dawn / Dusk,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,Austin,TX ,19.0,0,0,0,1,0,Dawn / Dusk,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,23.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,23.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Jaguar,I-Pace,Los Angeles,CA ,15.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,7,Jaguar,I-Pace,Los Angeles,CA ,15.0,1,0,1,0,0,Daylight,Weather - Clear,Dry,Making Right Turn
2023,6,Jaguar,I-Pace,Tempe,AZ ,21.0,0,1,1,0,0,Dark - Not Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Jaguar,I-Pace,Tempe,AZ ,21.0,0,1,1,0,0,Dark - Not Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Jaguar,I-Pace,San Francisco,CA ,7.0,1,0,0,0,0,Daylight,Weather - Cloudy,Dry,Stopped
2023,6,Jaguar,I-Pace,San Francisco,CA ,21.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Parked
2023,6,Jaguar,I-Pace,San Francisco,CA ,17.0,1,0,1,1,0,Daylight,Weather - Clear,Dry,Making Left Turn
2023,6,Jaguar,I-Pace,San Francisco,CA ,15.0,1,0,1,0,0,Daylight,Weather - Cloudy,Dry,Parked
2023,6,Jaguar,I-Pace,San Francisco,CA ,12.0,0,0,1,0,0,Daylight,Weather - Cloudy,Dry,Stopped
2023,6,Cruise,AV,Austin,TX ,21.0,0,1,1,0,0,Dawn / Dusk,Weather - Clear,Dry,Stopped
2023,6,Cruise,AV,San Francisco,CA ,23.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,0.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,23.0,0,0,0,0,1,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,22.0,0,1,0,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,6,Cruise,AV,San Francisco,CA ,9.0,0,0,0,0,1,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,6,Hyundai,Ioniq 5,Las Vegas,NV ,21.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Making Left Turn
2023,7,Jaguar,I-Pace,Chandler,AZ ,18.0,0,1,1,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,6,Hyundai,IONIQ 5,Las Vegas,NV ,21.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Making Left Turn
2023,6,Cruise,AV,Austin,TX ,21.0,0,1,1,0,0,Dawn / Dusk,Weather - Clear,Dry,Stopped
2023,6,Cruise,AV,San Francisco,CA ,23.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,0.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,23.0,0,0,0,0,1,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,22.0,0,1,0,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,6,Cruise,AV,San Francisco,CA ,9.0,0,0,0,0,1,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,22.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,7,Cruise,AV,San Francisco,CA ,22.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Lucid,Air Touring,Foster,RI ,14.0,0,1,1,1,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,6,Jaguar,I-Pace,Los Angeles,CA ,23.0,1,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,"Other, see Narrative"
2023,6,Jaguar,I-Pace,Los Angeles,CA ,23.0,1,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,"Other, see Narrative"
2023,6,Jaguar,I-Pace,Phoenix,AZ ,20.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Changing Lanes
2023,6,Jaguar,I-Pace,Phoenix,AZ ,20.0,1,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Changing Lanes
2023,6,Cruise,AV,San Francisco,CA ,22.0,0,0,0,0,1,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,22.0,0,0,0,0,1,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,San Francisco,CA ,22.0,1,0,1,1,0,Dark - Lighted,Weather - Cloudy,Dry,Stopped
2023,6,Cruise,AV,San Francisco,CA ,22.0,1,0,1,1,0,Dark - Lighted,Weather - Cloudy,Dry,Stopped
2023,5,Jaguar,I-Pace,San Francisco,CA ,10.0,0,0,0,0,1,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,Tempe,AZ ,23.0,1,0,0,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Jaguar,I-Pace,Mesa,AZ ,21.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,San Francisco,CA ,10.0,0,0,0,0,1,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,Phoenix,AZ ,9.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,5,Jaguar,I-Pace,Tempe,AZ ,23.0,1,0,0,0,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Jaguar,I-Pace,San Francisco,CA ,20.0,0,1,1,0,0,Dark - Lighted,Weather - Cloudy,Dry,Parking Maneuver
2023,5,Jaguar,I-Pace,Mesa,AZ ,21.0,0,1,0,1,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,Phoenix,AZ ,13.0,0,0,0,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,6,NISSAN,LEAF,san jose,CA ,14.0,0,1,1,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,Austin,TX ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,Austin,TX ,23.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,Austin,TX ,0.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Cruise,AV,Austin,TX ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,San Francisco,CA ,3.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Cruise,AV,Austin,TX ,0.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,Austin,TX ,23.0,1,0,1,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,Austin,TX ,0.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Cruise,AV,Austin,TX ,0.0,0,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,San Francisco,CA ,3.0,0,0,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Hyundai,Kona EV,Fremont,CA ,11.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,1,Toyota,Highlander,Las Vegas,NV ,15.0,0,0,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,5,Toyota,Highlander,San Francisco,CA ,11.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,5,Toyota,Highlander,Paradise,NV ,10.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,6,Jaguar,I-PACE,Phoenix,AZ ,13.0,1,0,1,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,Chandler,AZ ,4.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,6,Jaguar,I-PACE,Phoenix,AZ ,13.0,1,0,1,1,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,6,Cruise,AV,Chandler,AZ ,4.0,0,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Cruise,AV,San Drancisco,CA ,21.0,1,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Toyota,Sienna,Grand Rapids,MN ,16.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,5,Cruise,AV,San Francisco,CA ,21.0,1,1,1,0,0,Dark - Lighted,Weather - Clear,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,Phoenix,AZ ,17.0,0,0,0,0,1,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,Phoenix,AZ ,17.0,0,0,0,0,1,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,5,Jaguar,I-Pace,San Francisco,CA ,15.0,0,1,0,1,0,Daylight,Weather - Clear,Dry,Stopped
2023,4,Jaguar,I-PACE,San Francisco,CA ,22.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,4,Jaguar,I-PACE,Santa Monica,CA ,17.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,5,Jaguar,I-Pace,San Francisco,CA ,10.0,1,0,1,0,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,4,Cruise,AV,Mesa,AZ ,14.0,0,0,0,0,1,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,5,Nissan,Leaf,San Francisco,CA ,11.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,5,Jaguar,I-Pace,San Francisco,CA ,10.0,1,0,1,0,0,Daylight,Weather - Cloudy,Dry,Proceeding Straight
2023,4,Jaguar,I-PACE,San Francisco,CA ,13.0,1,0,0,1,0,Daylight,Weather - Clear,Dry,Parked
2023,4,Jaguar,I-PACE,San Francisco,CA ,17.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,4,Jaguar,I-PACE,Phoenix,AZ ,8.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,4,Chrysler,Pacifica,Tempe,AZ ,15.0,0,1,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
2023,4,Jaguar,I-PACE,Santa Monica,CA ,17.0,1,0,0,0,0,Daylight,Weather - Clear,Dry,Stopped
2023,4,Jaguar,I-PACE,San Francisco,CA ,22.0,1,0,0,1,0,Dark - Lighted,Weather - Clear,Dry,Stopped
2023,4,Hyundai,Santa Fe,Gahanna,OH ,15.0,0,0,1,0,0,Daylight,Weather - Clear,Dry,Proceeding Straight
